id_vente,nombre,poids,CA,nom,mois,nom_site,remise,profit,canal,mode_paiement,percentage_CB,percentage_Esp̬ces,percentage_Ch̬que,percentage_Virement,percentage_Cryptomonnaie
213989,50176,624.26,202099,Guimauve,Nov-11,Royal_bonbon,11.67485849,60629.7,Physique,CB,92.27,3.96,1.98,1.19,0.59
213990,50118,993,202834,Dragibus,juin-08,Bron_H,19.01826164,60850.2,Drive,CB,88.13,6.09,3.04,1.83,0.91
213991,49941,535.7,200660,Dragibus,Nov-11,Royal_bonbon,9.548248384,60198,Vente en gros,CB,90.36,4.94,2.47,1.48,0.74
213992,50013,673.89,201775,Arlequin,Nov-11,Royal_bonbon,5.598842824,60532.5,Click & Collect,Esp̬ces,1.14,98.73,0.07,0.04,0.02
213993,49880,996,202766,Dragibus,juin-08,Cassis_H,17.6319384,60829.8,Physique,Esp̬ces,17.27,80.68,1.08,0.65,0.32
213994,50034,1013,201645,Dragibus,mars-01,Bron_H,5.863788274,60493.5,Vente en gros,CB,51.31,24.97,12.48,7.49,3.75
213995,50016,1015,203001,Dragibus,juin-08,Roubaix_H,6.512242382,60900.3,Livraison,Ch̬que,7.22,0.9,91.47,0.27,0.14
213996,49867,1044,202929,Dragibus,juin-08,La_pause_bonbon,17.58617732,60878.7,Physique,CB,59.02,21.01,10.51,6.3,3.15
213997,49993,962,202950,Dragibus,juin-03,Cassis_H,15.06825801,60885,Livraison,CB,65.45,17.72,8.86,5.32,2.66
213998,50155,579.29,201765,Fraise tagada,Sep-11,Roubaix_H,7.190433284,60529.5,Click & Collect,CB,50.31,25.48,12.74,7.65,3.82
213999,49892,465.81,202426,Fraise tagada,Oct-11,Roubaix_H,11.36512941,60727.8,Click & Collect,Esp̬ces,19.38,78.32,1.21,0.73,0.36
214000,50150,973,203714,Malabar,fevr-02,Bron_H,7.611198804,61114.2,Physique,CB,57.09,22,11,6.6,3.3
214001,49976,1026,202758,Dragibus,juin-04,Cassis_H,12.23594413,60827.4,Vente en gros,CB,51.53,24.85,12.43,7.46,3.73
214002,50005,1062,202389,Dragibus,juin-05,Cassis_H,19.09527428,60716.7,Click & Collect,CB,60.76,20.12,10.06,6.04,3.02
214003,49891,640.06,202119,Fraise tagada,Sep-12,Roubaix_H,19.5923851,60635.7,Click & Collect,CB,67.04,16.9,8.45,5.07,2.54
214004,50041,595.29,202516,Fraise tagada,Oct-12,Roubaix_H,17.20612638,60754.8,Vente en gros,CB,86.08,7.14,3.57,2.14,1.07
214005,50146,568.37,201493,Fraise tagada,Sep-13,Roubaix_H,15.43046038,60447.9,Drive,CB,78.38,11.09,5.54,3.33,1.66
214006,49974,713.67,201423,Fraise tagada,Oct-13,Roubaix_H,14.27863305,60426.9,Drive,CB,52.63,24.29,12.15,7.29,3.64
214007,49796,743.52,201792,Fraise tagada,Oct-14,Roubaix_H,15.61653389,60537.6,Click & Collect,CB,80.89,9.8,4.9,2.94,1.47
214008,49980,1018,203646,Malabar,fevr-02,Roubaix_H,11.28192279,61093.8,Drive,CB,63.61,18.66,9.33,5.6,2.8
214009,50104,1018,202235,Dragibus,juin-06,Cassis_H,7.92667289,60670.5,Drive,CB,74.28,13.19,6.59,3.96,1.98
214010,49701,956,202273,Dragibus,mars-00,Cassis_H,9.816361303,60681.9,Vente en gros,CB,63.66,18.64,9.32,5.59,2.8
214011,50030,1024,202509,Malabar,fevr-02,Roubaix_E,6.682928831,60752.7,Physique,CB,55.69,22.72,11.36,6.82,3.41
214012,49912,1011,201616,Dragibus,mars-01,Cassis_H,15.02688482,60484.8,Livraison,CB,64.16,18.38,9.19,5.51,2.76
214013,49818,1047,202158,Dragibus,mars-00,Roubaix_H,11.60148272,60647.4,Vente en gros,CB,74.33,13.16,6.58,3.95,1.97
214014,50065,1012,203183,Fraise tagada,Oct-02,La_pause_bonbon,10.16907512,60954.9,Vente en gros,CB,52.27,24.48,12.24,7.34,3.67
214015,49954,1089,202371,Arlequin,juin-08,Bron_H,12.18591748,60711.3,Physique,CB,79.97,10.27,5.14,3.08,1.54
214016,50188,1021,202539,Fraise tagada,Sep-03,La_pause_bonbon,15.63856314,60761.7,Physique,CB,65.07,17.91,8.96,5.37,2.69
214017,49961,993,202987,Fraise tagada,Oct-03,La_pause_bonbon,10.28480984,60896.1,Click & Collect,CB,56.86,22.12,11.06,6.64,3.32
214018,49925,971,202768,Arlequin,juin-08,Roubaix_H,8.102192214,60830.4,Physique,CB,66.41,17.23,8.61,5.17,2.58
214019,50049,1007,203055,Fraise tagada,Oct-04,La_pause_bonbon,11.95756021,60916.5,Drive,CB,87.35,6.49,3.24,1.95,0.97
214020,49823,1033,201922,Fraise tagada,Sep-05,La_pause_bonbon,9.549269575,60576.6,Physique,CB,69.01,15.89,7.95,4.77,2.38
214021,49922,958,202662,Fraise tagada,Oct-05,La_pause_bonbon,7.856418035,60798.6,Drive,CB,75.01,12.81,6.41,3.84,1.92
214022,50036,1003,203054,Fraise tagada,Sep-06,La_pause_bonbon,7.858139748,60916.2,Livraison,Esp̬ces,8.66,90.31,0.54,0.32,0.16
214023,50018,955,202736,Fraise tagada,Oct-06,La_pause_bonbon,14.1519812,60820.8,Livraison,CB,93.09,3.54,1.77,1.06,0.53
214024,50033,969,203398,Dragibus,juin-07,Cassis_H,13.26407583,61019.4,Livraison,CB,50.94,25.16,12.58,7.55,3.77
214025,49997,1017,202460,Fraise tagada,Sep-07,La_pause_bonbon,17.13183221,60738,Physique,Ch̬que,5.84,0.73,93.11,0.22,0.11
214026,50258,983,202170,Fraise tagada,Oct-07,La_pause_bonbon,17.03926928,60651,Physique,CB,78.67,10.94,5.47,3.28,1.64
214027,50066,956,202663,Arlequin,juin-08,La_pause_bonbon,13.50035223,60798.9,Click & Collect,CB,70.88,14.93,7.47,4.48,2.24
214028,50031,1009,202432,Malabar,mars-02,Bron_H,17.69649151,60729.6,Click & Collect,CB,51.04,25.11,12.55,7.53,3.77
214029,49982,647.37,202243,Fraise tagada,Sep-11,La_pause_bonbon,6.959092153,60672.9,Physique,CB,90.07,5.09,2.55,1.53,0.76
214030,49901,555.64,201869,Fraise tagada,Oct-11,La_pause_bonbon,5.79705139,60560.7,Vente en gros,CB,91.6,4.31,2.15,1.29,0.65
214031,50187,548.95,201644,Fraise tagada,Sep-12,La_pause_bonbon,7.28235317,60493.2,Click & Collect,Ch̬que,38.6,4.82,54.41,1.45,0.72
214032,50287,723.96,202443,Fraise tagada,Oct-12,La_pause_bonbon,7.396540638,60732.9,Physique,Esp̬ces,33.82,62.17,2.11,1.27,0.63
214033,49929,649.44,202058,Fraise tagada,Sep-13,La_pause_bonbon,12.83387381,60617.4,Click & Collect,CB,76.2,12.21,6.1,3.66,1.83
214034,49958,521.11,202232,Fraise tagada,Oct-13,La_pause_bonbon,10.75933011,60669.6,Physique,CB,65.51,17.69,8.84,5.31,2.65
214035,50030,644.05,201207,Fraise tagada,Oct-14,La_pause_bonbon,6.409871647,60362.1,Livraison,CB,66.65,17.1,8.55,5.13,2.57
214036,50082,577.49,202277,Dragibus,juin-11,Cassis_H,15.53598488,60683.1,Drive,CB,75.52,12.55,6.28,3.77,1.88
214037,49964,521.98,201996,Dragibus,juin-12,Cassis_H,5.311107501,60598.8,Physique,CB,75.5,12.57,6.28,3.77,1.88
214038,50386,555.37,202319,Dragibus,juin-13,Cassis_H,5.035462606,60695.7,Livraison,Ch̬que,27.54,3.44,67.47,1.03,0.52
214039,49683,511.04,202413,Dragibus,juin-14,Cassis_H,17.17902255,60723.9,Click & Collect,CB,90.95,4.64,2.32,1.39,0.7
214040,42371.65,642.79,202488,Carambar,juin-11,Neuilly_Sup,15.92078938,60746.4,Click & Collect,Esp̬ces,34.13,61.81,2.13,1.28,0.64
214041,49943,662.19,201932,Dragibus,juin-11,Neuilly_Sup,19.54404384,60579.6,Physique,CB,59.86,20.58,10.29,6.17,3.09
214042,49867,642.39,201845,Guimauve,juin-11,Royal_bonbon,6.362566766,60553.5,Livraison,CB,88.01,6.15,3.07,1.84,0.92
214043,49993,636.19,201868,Dragibus,juin-11,Royal_bonbon,13.84675859,60560.4,Drive,CB,58.86,21.1,10.55,6.33,3.16
214044,50258,550.15,202570,Arlequin,juin-11,Royal_bonbon,7.348838552,60771,Livraison,CB,74.71,12.97,6.49,3.89,1.95
214045,50034,953,202783,Carambar,juin-07,Roubaix_E,16.39242537,60834.9,Physique,CB,87.99,6.16,3.08,1.85,0.92
214046,49991,511.1,202100,Dragibus,janv-11,Bron_H,13.86828447,60630,Livraison,CB,96.21,1.94,0.97,0.58,0.29
214047,50121,724.89,202061,Dragibus,janv-12,Bron_H,19.25446069,60618.3,Livraison,CB,81.76,9.35,4.68,2.81,1.4
214048,50038,639.46,202064,Dragibus,janv-13,Bron_H,16.10604744,60619.2,Drive,CB,93.21,3.48,1.74,1.04,0.52
214049,50038,684.04,202897,Dragibus,janv-14,Bron_H,6.173355846,60869.1,Livraison,CB,57.55,21.77,10.89,6.53,3.27
214050,50040,1044,202339,Dragibus,mars-01,Roubaix_H,7.344159328,60701.7,Drive,CB,72.11,14.3,7.15,4.29,2.15
214051,49967,953,202911,Dragibus,mars-00,La_pause_bonbon,7.449978018,60873.3,Physique,CB,63.73,18.6,9.3,5.58,2.79
214052,49956,925,203525,Malabar,mars-02,Cassis_H,18.65352111,61057.5,Vente en gros,CB,75.37,12.63,6.32,3.79,1.89
214053,49998,957,203304,Dragibus,mars-01,La_pause_bonbon,7.609695605,60991.2,Physique,CB,72.6,14.05,7.03,4.22,2.11
214054,50071,1084,202339,Arlequin,mars-00,Bron_H,12.42109831,60701.7,Livraison,CB,91.58,4.32,2.16,1.29,0.65
214055,50202,1022,202044,Arlequin,mars-01,Bron_H,11.45825437,60613.2,Click & Collect,CB,93.21,3.48,1.74,1.04,0.52
214056,50034,1119,202744,Malabar,mars-02,Roubaix_H,8.753677715,60823.2,Click & Collect,Esp̬ces,17.21,80.75,1.08,0.65,0.32
214057,50007,1091,201550,Dragibus,juin-07,Roubaix_E,16.45869486,60465,Livraison,CB,73.14,13.78,6.89,4.13,2.07
214058,50098,1036,202372,Dragibus,juin-02,Roubaix_H,18.79165063,60711.6,Click & Collect,CB,89.59,5.34,2.67,1.6,0.8
214059,49997,1017,202200,Dragibus,juin-03,Roubaix_H,11.13976464,60660,Vente en gros,Esp̬ces,24.59,72.49,1.54,0.92,0.46
214060,49979,1066,202086,Dragibus,juin-04,Roubaix_H,10.82084354,60625.8,Physique,Esp̬ces,15.56,82.59,0.97,0.58,0.29
214061,50122,1029,202398,Dragibus,juin-05,Roubaix_H,16.22860945,60719.4,Drive,CB,73.78,13.45,6.72,4.03,2.02
214062,49839,954,202707,Dragibus,juin-06,Roubaix_H,17.73120144,60812.1,Physique,CB,53.09,24.05,12.03,7.22,3.61
214063,49918,1036,202942,Dragibus,juin-07,Roubaix_H,10.777638,60882.6,Physique,CB,94.96,2.59,1.29,0.78,0.39
214064,50068,983,202179,Dragibus,juil-08,Roubaix_E,15.54227767,60653.7,Physique,CB,85.72,7.33,3.66,2.2,1.1
214065,50013,1056,202676,Dragibus,juil-08,Bastille_E,19.59201884,60802.8,Click & Collect,CB,58.63,21.22,10.61,6.36,3.18
214066,50034,982,202844,Dragibus,juil-08,Bron_H,14.23515478,60853.2,Click & Collect,CB,71.89,14.42,7.21,4.32,2.16
214067,50119,1027,201887,Dragibus,janv-03,Cassis_E,18.2803951,60566.1,Drive,CB,76.14,12.24,6.12,3.67,1.84
214068,50008,984,202630,Dragibus,janv-04,Cassis_E,8.669831384,60789,Click & Collect,CB,68.64,16.08,8.04,4.82,2.41
214069,49889,975,202233,Dragibus,janv-05,Cassis_E,19.52987278,60669.9,Vente en gros,CB,70.44,15.16,7.58,4.55,2.27
214070,49940,1038,202020,Dragibus,janv-06,Cassis_E,10.92523253,60606,Vente en gros,CB,79.89,10.31,5.16,3.09,1.55
214071,49944,984,203194,Dragibus,janv-07,Cassis_E,8.867026997,60958.2,Physique,CB,82.37,9.04,4.52,2.71,1.36
214072,50000,942,201883,Dragibus,juil-08,Cassis_H,10.58518703,60564.9,Click & Collect,CB,54.73,23.22,11.61,6.97,3.48
214073,50037,1060,202028,Dragibus,juil-08,Roubaix_H,8.032329819,60608.4,Click & Collect,CB,64.21,18.36,9.18,5.51,2.75
214074,49922,1022,202945,Dragibus,juil-08,La_pause_bonbon,12.41940591,60883.5,Physique,CB,82.83,8.81,4.4,2.64,1.32
214075,50144,537.9,202780,Dragibus,janv-11,Cassis_E,12.99807639,60834,Drive,Ch̬que,5.36,0.67,93.66,0.2,0.1
214076,49960,1063,201374,Arlequin,mars-00,Roubaix_H,19.08607526,60412.2,Physique,CB,79.14,10.7,5.35,3.21,1.6
214077,50031,1018,200894,Arlequin,mars-01,Roubaix_H,15.5938491,60268.2,Physique,CB,67.49,16.67,8.34,5,2.5
214078,50098,1017,202073,Dragibus,janv-02,Cassis_H,7.073896139,60621.9,Vente en gros,Virement,12.5,1.56,0.78,84.92,0.23
214079,50022,1046,202929,Dragibus,Nov-03,Bastille_E,15.65677692,60878.7,Physique,CB,79.75,10.38,5.19,3.12,1.56
214080,49939,972,202724,Dragibus,Nov-04,Bastille_E,6.343466462,60817.2,Physique,Ch̬que,29.22,3.65,65.48,1.1,0.55
214081,49806,989,201444,Malabar,mars-02,La_pause_bonbon,18.49180837,60433.2,Drive,CB,89.58,5.34,2.67,1.6,0.8
214082,34974.1,680.95,202018,Carambar,Oct-12,Neuilly_Sup,5.910199757,60605.4,Physique,Esp̬ces,14.74,83.51,0.92,0.55,0.28
214083,50057,482.09,201123,Fraise tagada,Oct-12,Neuilly_Sup,6.607142788,60336.9,Physique,Esp̬ces,11.67,86.94,0.73,0.44,0.22
214084,50090,678.46,201876,Dragibus,Oct-12,Neuilly_Sup,8.988869541,60562.8,Physique,CB,76.32,12.14,6.07,3.64,1.82
214085,49941,495.87,202920,Fraise tagada,Oct-12,Royal_bonbon,10.54458442,60876,Drive,CB,71.17,14.78,7.39,4.44,2.22
214086,49967,752.1,201534,Guimauve,Oct-12,Royal_bonbon,19.06039447,60460.2,Drive,CB,68.13,16.34,8.17,4.9,2.45
214087,50140,576.55,202027,Dragibus,Oct-12,Royal_bonbon,8.830943203,60608.1,Click & Collect,CB,60.71,20.15,10.07,6.04,3.02
214088,49897,601.27,202377,Arlequin,Oct-12,Royal_bonbon,5.611871328,60713.1,Physique,Ch̬que,21.75,2.72,74.31,0.82,0.41
214089,50203,937,203477,Reglisse,Oct-01,Bron_H,7.837480097,61043.1,Physique,CB,56.88,22.11,11.06,6.63,3.32
214090,49954,991,201762,Malabar,mars-02,Roubaix_E,18.40097125,60528.6,Vente en gros,CB,92.22,3.99,1.99,1.2,0.6
214091,50011,521.47,203394,Fraise tagada,Sep-12,Royal_bonbon,15.65701636,61018.2,Physique,CB,88.54,5.88,2.94,1.76,0.88
214092,50006,499.17,202015,Guimauve,Sep-12,Royal_bonbon,5.403247205,60604.5,Physique,Esp̬ces,5.2,94.18,0.32,0.19,0.1
214093,49966,605.94,200908,Dragibus,Sep-12,Royal_bonbon,16.69754114,60272.4,Physique,CB,66.84,17.01,8.5,5.1,2.55
214094,50086,754.62,203861,Arlequin,Sep-12,Royal_bonbon,8.6653099,61158.3,Click & Collect,CB,56.55,22.28,11.14,6.68,3.34
214095,50027,1014,202742,Reglisse,Oct-01,Cassis_H,13.13620466,60822.6,Physique,CB,58.11,21.48,10.74,6.44,3.22
214096,50084,1049,201296,Arlequin,juil-08,Bron_H,5.019679985,60388.8,Physique,Esp̬ces,10.23,88.55,0.64,0.38,0.19
214097,50024,605.99,201895,Dragibus,juin-11,Roubaix_H,7.514272614,60568.5,Livraison,Esp̬ces,37.29,58.28,2.33,1.4,0.7
214098,49948,622.68,201314,Dragibus,juin-12,Roubaix_H,19.98162861,60394.2,Vente en gros,CB,70.54,15.11,7.55,4.53,2.27
214099,49985,542.69,202556,Dragibus,juin-13,Roubaix_H,19.53567386,60766.8,Livraison,CB,61.88,19.55,9.78,5.87,2.93
214100,49996,695.07,201264,Dragibus,juin-14,Roubaix_H,16.9236617,60379.2,Physique,CB,64.25,18.34,9.17,5.5,2.75
214101,49838,1064,201582,Arlequin,juil-08,Roubaix_H,13.29871126,60474.6,Livraison,CB,72.45,14.13,7.07,4.24,2.12
214102,49914,1087,201982,Arlequin,juil-08,La_pause_bonbon,13.03310603,60594.6,Livraison,CB,65.47,17.71,8.85,5.31,2.66
214103,49805,1045,202654,Arlequin,mars-00,La_pause_bonbon,15.36288398,60796.2,Physique,Esp̬ces,23.73,73.45,1.48,0.89,0.44
214104,50172,955,201870,Arlequin,mars-01,La_pause_bonbon,5.856085689,60561,Drive,Esp̬ces,28.25,68.39,1.77,1.06,0.53
214105,49980,1057,201776,Dragibus,juin-02,La_pause_bonbon,9.17263555,60532.8,Physique,Ch̬que,0.66,0.08,99.22,0.02,0.01
214106,49997,1004,202941,Dragibus,juin-03,La_pause_bonbon,17.98450254,60882.3,Click & Collect,CB,64.09,18.42,9.21,5.52,2.76
214107,50040,866,201252,Dragibus,juin-04,La_pause_bonbon,13.11601083,60375.6,Livraison,CB,76.37,12.12,6.06,3.63,1.82
214108,50129,1070,202123,Dragibus,juin-05,La_pause_bonbon,8.213819842,60636.9,Physique,Virement,7.59,0.95,0.47,90.84,0.14
214109,50033,985,202323,Dragibus,juin-06,La_pause_bonbon,18.56772103,60696.9,Click & Collect,CB,56.92,22.09,11.05,6.63,3.31
214110,49995,947,202208,Dragibus,juin-07,La_pause_bonbon,6.038172408,60662.4,Livraison,CB,82.06,9.2,4.6,2.76,1.38
214111,50030,1066,202960,Dragibus,janv-03,Cassis_H,11.15496713,60888,Physique,Esp̬ces,19.91,77.73,1.24,0.75,0.37
214112,49979,1070,200649,Dragibus,janv-04,Cassis_H,12.9526284,60194.7,Physique,CB,92.29,3.95,1.98,1.19,0.59
214113,49809,1014,201449,Dragibus,janv-05,Cassis_H,14.57389644,60434.7,Drive,Esp̬ces,31.95,64.25,2,1.2,0.6
214114,50098,956,202644,Malabar,avr-02,Bron_H,18.67871348,60793.2,Click & Collect,CB,63.64,18.65,9.32,5.59,2.8
214115,49912,1072,202728,Dragibus,Nov-06,Bron_E,9.323853756,60818.4,Physique,Ch̬que,36.09,4.51,57.37,1.35,0.68
214116,49989,919,203040,Dragibus,janv-06,Cassis_H,11.65648268,60912,Drive,CB,97.32,1.37,0.69,0.41,0.21
214117,50081,1049,202524,Dragibus,janv-07,Cassis_H,18.25625413,60757.2,Drive,CB,72.56,14.07,7.04,4.22,2.11
214118,49874,1047,202152,Guimauve,juil-08,Royal_bonbon,7.122293754,60645.6,Physique,CB,51.33,24.96,12.48,7.49,3.74
214119,50077,1003,203273,Dragibus,mars-00,Bron_E,9.835374584,60981.9,Physique,CB,75.1,12.77,6.38,3.83,1.92
214120,50024,670.53,201677,Dragibus,juin-11,La_pause_bonbon,9.017179627,60503.1,Livraison,CB,99.73,0.14,0.07,0.04,0.02
214121,50080,608.91,202556,Dragibus,juin-12,La_pause_bonbon,5.792076454,60766.8,Physique,CB,51.41,24.92,12.46,7.48,3.74
214122,50122,614.47,202362,Dragibus,juin-13,La_pause_bonbon,19.95357943,60708.6,Livraison,Ch̬que,6.81,0.85,91.96,0.26,0.13
214123,50081,982,202519,Carambar,mars-01,Roubaix_E,5.170935477,60755.7,Vente en gros,CB,89.57,5.35,2.67,1.6,0.8
214124,50044,1003,202112,Malabar,avr-02,Cassis_H,8.144824173,60633.6,Drive,CB,64.34,18.29,9.14,5.49,2.74
214125,49909,1021,202407,Reglisse,Oct-01,Roubaix_H,7.019121749,60722.1,Click & Collect,Esp̬ces,13.58,84.8,0.85,0.51,0.25
214126,50006,984,202197,Dragibus,mars-01,Roubaix_E,15.88401018,60659.1,Click & Collect,CB,85.28,7.55,3.78,2.27,1.13
214127,49868,998,203172,Dragibus,juil-08,Royal_bonbon,9.917495273,60951.6,Livraison,CB,50.26,25.51,12.75,7.65,3.83
214128,50025,944,201156,Guimauve,avr-02,La_pause_bonbon,10.76762378,60346.8,Physique,CB,62.8,19.08,9.54,5.72,2.86
214129,49992,988,202383,Guimauve,mai-02,La_pause_bonbon,18.03376221,60714.9,Click & Collect,Esp̬ces,20.17,77.44,1.26,0.76,0.38
214130,50093,636.14,202638,Dragibus,juin-14,La_pause_bonbon,19.416244,60791.4,Physique,CB,76.39,12.11,6.05,3.63,1.82
214131,50071,988,201487,Carambar,mars-00,Roubaix_E,19.37963317,60446.1,Vente en gros,CB,64.41,18.25,9.13,5.48,2.74
214132,50084,1032,202460,Malabar,avr-02,Roubaix_H,17.21792896,60738,Physique,CB,52.39,24.42,12.21,7.33,3.66
214133,50006,979,202438,Guimauve,Sep-02,La_pause_bonbon,15.68113355,60731.4,Physique,CB,89.69,5.28,2.64,1.59,0.79
214134,49916,1070,202166,Guimauve,Oct-02,La_pause_bonbon,8.831988973,60649.8,Livraison,CB,55.54,22.8,11.4,6.84,3.42
214135,49925,1051,201891,Dragibus,mars-00,Roubaix_E,15.00849308,60567.3,Livraison,Ch̬que,17.07,2.13,79.84,0.64,0.32
214136,49925,1085,202232,Dragibus,Nov-02,Bron_H,17.41313476,60669.6,Click & Collect,CB,75.77,12.43,6.21,3.73,1.86
214137,49797,995,203187,Guimauve,avr-03,La_pause_bonbon,9.502176262,60956.1,Drive,CB,57.18,21.96,10.98,6.59,3.29
214138,49907,1006,201480,Guimauve,mai-03,La_pause_bonbon,14.00818454,60444,Physique,CB,80.74,9.88,4.94,2.96,1.48
214139,50125,1022,202129,Arlequin,juin-02,Bastille_E,12.22764575,60638.7,Drive,CB,70.83,14.96,7.48,4.49,2.24
214140,50030,1016,202079,Arlequin,juin-03,Bastille_E,17.66306318,60623.7,Drive,CB,54.28,23.45,11.72,7.03,3.52
214141,49957,977,201502,Arlequin,juin-04,Bastille_E,9.392890304,60450.6,Physique,Virement,38.65,4.83,2.42,53.38,0.72
214142,49975,977,202866,Guimauve,Sep-03,La_pause_bonbon,13.46034667,60859.8,Click & Collect,CB,75.37,12.63,6.32,3.79,1.89
214143,50268,959,203474,Guimauve,Oct-03,La_pause_bonbon,17.18407242,61042.2,Click & Collect,Cryptomonnaie,18.2,2.27,1.14,0.68,77.71
214144,50053,1035,202974,Dragibus,Nov-03,Bron_H,12.67103657,60892.2,Physique,CB,73.51,13.59,6.79,4.08,2.04
214145,50152,1029,200875,Dragibus,Nov-04,Bron_H,8.400317209,60262.5,Vente en gros,CB,99.05,0.49,0.24,0.15,0.07
214146,50117,1049,202486,Guimauve,avr-04,La_pause_bonbon,17.55946315,60745.8,Physique,CB,50.81,25.22,12.61,7.57,3.78
214147,50021,1029,201800,Guimauve,mai-04,La_pause_bonbon,14.90325506,60540,Physique,CB,67.24,16.8,8.4,5.04,2.52
214148,49915,1025,201904,Guimauve,Sep-04,La_pause_bonbon,12.00231027,60571.2,Physique,CB,81.41,9.53,4.77,2.86,1.43
214149,50161,957,201704,Guimauve,Oct-04,La_pause_bonbon,17.21248728,60511.2,Click & Collect,CB,86.76,6.79,3.4,2.04,1.02
214150,49830,1046,201018,Dragibus,Nov-05,Bron_H,6.782818673,60305.4,Physique,CB,52.22,24.5,12.25,7.35,3.68
214151,50108,990,201509,Dragibus,Nov-06,Bron_H,19.51101559,60452.7,Livraison,CB,90.68,4.78,2.39,1.43,0.72
214152,49998,918,202436,Guimauve,avr-05,La_pause_bonbon,12.86312275,60730.8,Physique,CB,88.96,5.66,2.83,1.7,0.85
214153,49894,1091,202054,Guimauve,mai-05,La_pause_bonbon,18.90645754,60616.2,Click & Collect,CB,84.77,7.81,3.91,2.34,1.17
214154,49961,993,202206,Guimauve,Sep-05,La_pause_bonbon,5.060602718,60661.8,Physique,CB,90.57,4.83,2.42,1.45,0.73
214155,50051,1037,202162,Guimauve,Oct-05,La_pause_bonbon,14.77348496,60648.6,Drive,CB,88.81,5.74,2.87,1.72,0.86
214156,49863,1049,202641,Dragibus,Nov-07,Bron_H,6.347003945,60792.3,Click & Collect,CB,64.67,18.12,9.06,5.44,2.72
214157,49931,972,202297,Guimauve,avr-06,La_pause_bonbon,11.51578738,60689.1,Physique,CB,59.97,20.53,10.26,6.16,3.08
214158,50017,998,202122,Guimauve,mai-06,La_pause_bonbon,10.645238,60636.6,Drive,CB,96.67,1.71,0.85,0.51,0.26
214159,49861,1106,201329,Guimauve,Sep-06,La_pause_bonbon,7.625369846,60398.7,Physique,CB,99.46,0.28,0.14,0.08,0.04
214160,49983,991,202537,Guimauve,Oct-06,La_pause_bonbon,5.272776966,60761.1,Livraison,CB,62.67,19.15,9.57,5.74,2.87
214161,49969,1006,202119,Dragibus,janv-07,Roubaix_E,9.551346772,60635.7,Physique,CB,59.56,20.74,10.37,6.22,3.11
214162,50153,990,202602,Guimauve,avr-07,La_pause_bonbon,6.41983925,60780.6,Physique,CB,89.04,5.62,2.81,1.69,0.84
214163,49899,922,202156,Guimauve,mai-07,La_pause_bonbon,5.119683887,60646.8,Vente en gros,Esp̬ces,29.86,66.6,1.87,1.12,0.56
214164,50206,1103,202416,Malabar,avr-02,La_pause_bonbon,11.74936597,60724.8,Physique,CB,68.4,16.2,8.1,4.86,2.43
214165,50064,1031,202111,Guimauve,Sep-07,La_pause_bonbon,9.372436831,60633.3,Vente en gros,Esp̬ces,11.47,87.17,0.72,0.43,0.22
214166,49949,1025,203460,Guimauve,Oct-07,La_pause_bonbon,14.01935525,61038,Livraison,Esp̬ces,27.41,69.33,1.71,1.03,0.51
214167,49885,671.08,202174,Dragibus,Nov-11,Bron_H,14.16239618,60652.2,Physique,Virement,20.88,2.61,1.31,74.81,0.39
214168,50058,658.16,202332,Dragibus,Nov-12,Bron_H,16.2601279,60699.6,Drive,CB,96.22,1.94,0.97,0.58,0.29
214169,50035,889,202871,Dragibus,janv-02,Roubaix_H,8.426305417,60861.3,Physique,CB,90.06,5.1,2.55,1.53,0.76
214170,49941,578.59,201424,Dragibus,Nov-13,Bron_H,12.78627374,60427.2,Physique,CB,53.95,23.62,11.81,7.09,3.54
214171,50141,506.29,201952,Dragibus,Nov-14,Bron_H,10.44483909,60585.6,Livraison,CB,91.12,4.56,2.28,1.37,0.68
214172,49860,1019,202112,Dragibus,janv-03,Roubaix_H,15.01220131,60633.6,Physique,CB,66.06,17.4,8.7,5.22,2.61
214173,49924,969,202755,Dragibus,janv-04,Roubaix_H,18.18633369,60826.5,Click & Collect,CB,83.05,8.69,4.35,2.61,1.3
214174,50036,1009,202251,Dragibus,janv-05,Roubaix_H,6.498249456,60675.3,Vente en gros,CB,80.13,10.19,5.09,3.06,1.53
214175,50010,959,201378,Malabar,avr-02,Roubaix_E,8.854220563,60413.4,Physique,CB,84.49,7.95,3.98,2.39,1.19
214176,50104,985,202615,Dragibus,janv-06,Roubaix_H,14.52179489,60784.5,Physique,CB,52.12,24.55,12.28,7.37,3.68
214177,49928,1044,202004,Dragibus,janv-07,Roubaix_H,11.80557569,60601.2,Physique,Esp̬ces,28.94,67.63,1.81,1.09,0.54
214178,50040,931,201912,Arlequin,juin-02,Bron_H,9.525279642,60573.6,Drive,Cryptomonnaie,29.61,3.7,1.85,1.11,63.73
214179,50051,985,201935,Arlequin,juin-03,Bron_H,6.099002228,60580.5,Physique,Virement,2.16,0.27,0.13,97.4,0.04
214180,49915,679.43,202186,Dragibus,janv-11,Roubaix_H,5.401523481,60655.8,Vente en gros,CB,81.88,9.29,4.65,2.79,1.39
214181,49853,547.34,202365,Guimauve,avr-11,La_pause_bonbon,7.019300885,60709.5,Drive,CB,90.05,5.1,2.55,1.53,0.77
